Surface melt rate,,,,
G(h)_W/m2,Gb(n)_W/m2,Gd(h)_W/m2,IR(h)_W/m2,RH_%
0,0,0,285,71
0,0,0,277.6,75
0,0,0,290.2,80
0,0,0,285,84
11.21,0,0,272.6,87
64.39,213.78,29,273.2,87
163.23,452.52,59,270.4,89
283.57,508.35,98,270.4,90
409.64,683.96,101,275,88
529.41,710.12,128,284.6,83
635.53,415.2,265,294.8,70
720.64,433.21,296,296.6,63
774.24,423.49,324,332.6,57
789.49,295.67,377,334.8,51
773.43,588.53,262,326.8,43
701.66,748.25,174,331,39
599.21,827.73,119,326.2,37
478.41,787.05,112,333,38
348.74,740.92,98,333.4,39
226.98,595.48,98,329.4,42
120.62,453.64,77,328.4,44
42.6,153.92,48,328.8,48
7.12,0,0,329.6,52
0,0,0,331.2,55
0,0,0,311.2,62
0,0,0,290.6,68
0,0,0,278.6,76
0,0,0,287.4,77
12.53,0,0,294.8,71
73.77,0,4,301.2,61
175.67,0,13,306.2,66
291.67,18.87,116,310.2,63
409.42,279.89,190,314.2,62
517.48,187.64,261,324.2,62
607.68,768.4,136,315.6,58
724.11,245.34,349,308,54
720.84,124.68,388,317.2,55
765.29,116.31,400,347.4,54
758.31,13.78,322,347,50
696.98,0,222,351.2,51
609.95,0,135,355,50
501.57,0,133,356.6,49
379.48,0,86,356.4,49
257.23,0,45,356.4,50
143.34,0,21,358.6,51
53.08,0,24,360,52
7.22,0,0,358,55
0,0,0,364.4,57
0,0,0,364.2,61
0,0,0,352.4,65
0,0,0,346.4,69
0,0,0,346,70
9.32,0,0,313.45,68
41.49,0,4,317.4,66
100.12,126.57,80,323,66
170.87,570.44,86,308.8,64
258.78,672.36,104,297.8,61
344.57,709.88,128,299.8,63
422.17,356.25,282,314.8,63
484.85,388.71,310,303.8,62
544.15,414.93,327,341.4,60
638.03,138.63,401,327.2,57
605.04,103.96,392,342.4,53
550.86,296.93,350,338.6,55
471.18,489.27,256,327.2,52
376.46,410.96,238,314.2,47
272.82,100.78,224,317.6,47
176.53,5.46,123,315,46
91.97,8.16,77,330.6,48
35.43,0,13,341.8,53
6.13,0,0,346.2,61
0,0,0,340.6,67
0,0,0,348.8,67
0,0,0,359.2,72
0,0,0,343.8,75
0,0,0,310.6,80
9.74,0,0,299.8,84
48.3,311.23,25,316.6,87
128.37,86.44,79,296.2,90
235.55,353.91,121,301.8,93
356.16,0,111,302.6,97
479.45,3.62,185,301.2,94
593.53,0,103,312.2,80
663.67,105.1,356,310,66
658.91,3.82,280,353,60
644.7,0,139,322.8,61
641.89,0,175,337.8,61
600.34,122.75,372,328.4,59
528.03,33.39,302,334,58
433.29,221.41,280,331,55
323.52,0,40,337.8,49
215.8,0,29,341.4,50
116.62,12.25,80,325.8,44
43.16,7.69,38,314.4,47
6.82,0,0,300.2,52
0,0,0,294.8,56
0,0,0,290.4,61
0,0,0,307.4,72
0,0,0,307.2,75
0,0,0,301,80
9.57,0,0,298.2,84
45.95,0,4,305.2,85
116.03,449.57,59,299.8,87
209.54,101.41,137,301.2,88
315.97,212.77,197,298.2,85
424.97,152.16,262,302.6,80
524.22,167.01,315,320,72
612.16,96.99,355,311.6,64
615.33,30.58,346,317,57
658.94,121.41,399,314.8,54
605.38,208.05,390,318.4,56
511.08,254.81,360,303.4,50
435.81,181.53,333,315.2,46
342.84,43.62,264,318.8,47
244.14,26.74,197,334.4,44
155.58,92.8,162,325.8,43
81.58,310.4,93,323.4,52
29.98,84.71,47,305.8,51
6.86,0,0,323.8,57
0,0,0,311,56
0,0,0,301.2,60
0,0,0,294.2,63
0,0,0,293.8,66
0,0,0,286,71
9.65,0,0,286.2,76
54.29,212.22,28,298,81
140.24,508.44,52,288.2,84
249.92,658.11,69,287.2,86
367.67,722.28,90,284.6,82
480.91,763.82,109,287,75
584.03,739.41,146,296.4,62
658.98,560.62,247,301,56
720.3,257.6,373,309.8,51
708.63,233.04,391,319.8,43
682.45,168.02,395,315.8,43
630.46,747.52,174,310.2,48
549.7,797.49,132,306.8,47
446.53,802.11,106,301.4,45
329.88,713.95,107,301,43
215.34,655.36,86,289.4,41
113.04,568.21,62,286.8,43
39.84,385.89,39,283,41
6.68,0,0,280,47
0,0,0,275.4,51
0,0,0,272.8,57
0,0,0,270.4,60
0,0,0,269.4,66
0,0,0,271.2,69
9.84,0,0,272.2,81
60.1,35.84,26,270.6,82
154.3,454.57,57,271.6,88
270.62,599.8,80,275.6,84
394.3,643.57,110,281.8,80
511.46,721.55,123,288.4,77
612.06,752.69,141,291.8,75
697.45,662.5,204,296.6,64
738.65,816.84,148,305.4,57
741.73,840.99,141,310.2,59
706.19,761.51,179,312.2,54
655.3,762.4,167,315.4,54
578.06,752.77,152,314.8,47
478.12,728.58,134,315.2,39
363.1,636.08,129,313.8,48
244.97,541.07,110,313,47
132.38,507.56,70,314,51
47.73,139.35,48,316.6,56
7.18,0,0,307.8,58
0,0,0,306.8,57
0,0,0,313.4,62
0,0,0,318.6,71
0,0,0,329.2,74
0,0,0,340.4,77
9.52,0,0,348.45,80
52.62,0,4,353.6,75
155.42,0,13,359.6,82
267.42,0,23,360.4,82
383.27,0,35,355.4,75
492.73,0,81,361.6,70
585.91,0,141,357.6,63
653.49,0,144,362,59
725.28,0,137,367.4,53
741.53,0,168,372.4,48
685.2,0,149,373.6,48
611.48,0,136,374.6,45
512.4,0,136,372.6,45
402.62,0,102,377.2,44
290.28,0,87,377.4,39
185.68,0,93,380.32,41
96.37,0,52,377.26,38
35.27,15.54,40,374.2,42
6.27,0,0,371.14,47
0,0,0,368.08,49
0,0,0,365.02,49
0,0,0,361.96,63
0,0,0,358.9,77
0,0,0,355.83,84
7.23,0,0,352.77,88
29.53,0,4,349.71,88
63.25,0,12,346.65,88
109.52,93.67,133,343.59,92
159.46,0,54,340.53,92
207,1.83,165,337.47,89
262.2,0,186,334.41,82
251.44,0,82,343.6,92
304.93,0,236,349,93
371.55,0,170,352.4,89
439.55,1.26,254,345.6,80
478.15,0,115,353.8,68
393.8,301.4,309,332.4,77
326.78,499.65,209,340.2,61
246.74,400.41,187,329.6,62
166.09,608.98,94,338.6,60
91.14,201.88,99,327.2,61
33.99,117.82,47,343,65
6.25,0,0,340.2,67
0,0,0,345.6,65
0,0,0,345.8,65
0,0,0,346.4,68
0,0,0,340.4,71
0,0,0,339.8,73
7.45,0,0,356.25,77
38.98,0,4,352,80
95.52,0,12,351,86
154.09,0,80,336.4,89
202.51,109.29,192,323.4,86
246.83,20.16,214,331.4,79
262.08,17.01,258,334,73
224.75,16.51,293,332.8,70
289.31,7.69,291,343.2,71
310.74,0,238,362.8,75
288.85,0,209,373.2,82
265.5,41.08,336,371.6,93
229.76,24.77,286,371,92
188.62,0,115,376,88
119.2,0,121,360.2,89
83.12,0,90,365.4,90
47.77,136.38,100,370,84
19,189.76,46,373.8,82
6.15,0,0,374.2,93
0,0,0,362.6,92
0,0,0,335.6,87
0,0,0,331.2,91
0,0,0,320.6,94
0,0,0,304.8,89
7.39,0,0,305.8,92
36.52,0,4,302.6,92
85.8,385.94,61,302.8,95
146.17,554.43,86,304.2,93
216.31,657.94,105,301.2,93
284,549.42,177,305.8,92
344.35,238.56,304,322.2,92
392,367.92,314,336.2,91
412.46,709.67,200,339.4,86
434.95,679.15,222,334.4,90
518.94,676.45,221,338,87
469.3,324.95,341,334.6,89
401.19,369.08,294,328.8,89
314.71,269.75,271,326.6,77
227.01,496.71,167,318.8,87
145.46,481.94,121,305.8,84
76.14,547.42,64,309.8,87
26.28,390.34,37,303.2,83
6.09,0,0,298.4,80
0,0,0,305.2,93
0,0,0,316.4,88
0,0,0,327.6,85
0,0,0,324.2,94
0,0,0,318.8,90
7.55,0,0,311.45,89
44.97,0,3,296.2,88
117.91,0,12,305.8,88
213.04,380.32,108,310.4,92
318.27,121.76,190,318.8,93
427.77,208.19,246,329.6,89
521.13,253.01,292,330.6,79
627.83,191.85,344,349,84
617.36,1.29,256,365.6,77
682.08,0,236,367,71
668.27,0,229,376.6,66
592.47,0,191,376.8,58
499.54,1.46,224,374.8,57
395.46,0,99,375.8,53
284.88,0,131,376.8,60
182.26,0,77,380.4,74
88.9,0,64,379.6,83
32.91,168.71,45,383.6,91
6.44,0,0,381.6,89
0,0,0,377,80
0,0,0,379,85
0,0,0,383.6,89
0,0,0,382.2,89
0,0,0,381.4,89
6.96,0,0,381.85,93
44.2,0,3,383.2,92
107.46,0,12,383,91
174.04,0,81,382.6,92
235.73,7.05,142,384.4,90
298.41,5.54,189,385.6,91
341.28,23.33,263,361,89
366.56,6.91,265,363.2,80
360.91,196.9,372,380,81
403.66,374.77,338,374.8,88
371.89,34.09,346,379.2,78
372.27,134.26,363,386.6,75
345.62,0,164,374.4,76
306.84,0,159,374.4,69
247.41,0,98,372.6,63
180.1,30.45,141,386.4,62
105.86,0,53,385.4,59
45.78,0,10,387,61
0,0,0,391.6,65
0,0,0,394.05,68
0,0,0,385.6,72
0,0,0,376,77
0,0,0,336.2,82
0,0,0,362.8,85
7.12,0,0,363.25,89
36.64,0,3,336,90
86.12,0,12,340.4,89
137.54,152.56,131,326.8,87
185.32,75.51,189,320.8,84
229.67,329.8,232,325,78
251.39,445.89,250,334,73
215.52,2.77,247,334.8,66
174.05,0,241,330.2,65
290.48,0,254,332.4,64
216.65,128.95,391,334.6,53
192.57,7.99,288,319.2,62
240.55,369,293,326.6,67
203.91,433.49,231,322.8,77
153.52,337.16,202,326.6,76
107.95,624.61,91,324.8,81
62.05,516.9,67,318.2,68
28.64,352.39,38,332.4,70
0,0,0,319,74
0,0,0,317.2,73
0,0,0,328.2,77
0,0,0,327,83
0,0,0,301.6,84
0,0,0,314,81
6.95,0,0,318.65,86
49.38,0,3,303.6,88
132.74,0,12,325.4,91
234.11,6.67,93,329.2,93
337.27,137.43,192,331,92
435.1,263.91,242,345.2,88
517.38,110.95,305,324.6,81
576.38,119.35,350,361.8,75
584.91,160.09,381,349,64
567.25,6.26,300,339.6,59
528.33,35.45,351,361.6,61
522.89,291.9,346,346.2,59
402.17,390.08,284,346,62
321.38,200.16,278,335,67
235.21,12.52,178,342.4,62
155.09,311.93,146,321.6,67
82,232.37,95,334.2,65
34.43,223.81,43,330.4,63
0,0,0,315.4,68
0,0,0,302,66
0,0,0,304.4,71
0,0,0,304.4,73
0,0,0,294,80
0,0,0,287.2,82
6.31,0,0,284.6,84
38.47,14.9,15,285.2,85
107.65,265.12,66,286.2,93
205.79,473.62,94,290.4,92
317.07,654.48,101,292,89
430.47,684.24,129,304.8,88
524.76,704.98,153,309.4,89
596.45,251.7,337,340.8,79
641.94,196.58,376,341.4,73
649.8,382.69,341,335,71
600.98,0,149,339.8,63
549,0,177,348.8,59
471.63,267.33,314,350,58
381.57,6.8,211,350.2,61
278.55,324.12,200,344.6,64
184.29,120.18,158,323.2,72
97.49,560.96,59,322.2,67
39.95,293.78,39,316.2,66
0,0,0,313.2,69
0,0,0,310.4,76
0,0,0,299.4,74
0,0,0,291.4,79
0,0,0,289.2,81
0,0,0,284.6,78
7.19,0,0,287.6,86
48.13,0,3,286.2,88
118.92,0,19,297.8,85
190.32,175.86,128,292.2,86
256.57,339.49,170,300.8,84
308.68,654.73,141,308.4,81
340.96,551.31,213,306.2,80
348.95,444.54,285,313.4,77
391.23,0,130,331.4,75
412.82,111.85,392,353,76
323.59,0,172,358.6,77
326.36,28.08,324,323.2,78
285.8,665.09,186,329.6,72
236.53,619.92,171,334.6,60
189.62,580.79,143,327.4,58
125.62,597.62,96,330.6,56
69.93,474.71,71,312.4,58
28.71,306.31,39,312.2,59
0,0,0,304.4,59
0,0,0,294.4,61
0,0,0,288.4,63
0,0,0,291.6,70
0,0,0,294.8,78
0,0,0,289.8,79
7.23,0,0,293.4,79
49.3,0,3,288.4,76
137.27,271.72,64,288.6,75
247.14,258.87,120,292.8,77
362.76,650.99,101,295.8,70
476.64,670.15,133,297.6,60
573.51,412.63,254,303,54
641.16,277.93,331,302,49
685.27,469.91,297,310.4,47
752.98,176.25,390,309.6,49
714.36,287.44,365,339.6,47
646.66,178.12,363,335.8,44
554.68,32.43,295,341.4,45
446.97,167.28,278,333,42
326.68,111.45,219,332.8,39
210.72,25.36,137,345.8,39
109.01,103.34,96,355.2,40
38.77,276.32,39,344,47
0,0,0,329.2,43
0,0,0,335.2,44
0,0,0,345,45
0,0,0,326.2,49
0,0,0,331.8,51
0,0,0,349.4,59
0,0,0,349.85,69
43.38,0,3,341.4,80
117.42,0,18,343.8,76
224.13,0,76,342.2,74
344.91,0,61,361.2,69
472.03,0,98,366.4,66
589.04,90.02,297,369.4,64
682.12,14,283,350,63
683.23,0,202,322.4,63
734.08,0,219,338.4,60
715.63,39.5,352,342.2,51
665.79,0,123,357.6,49
584.55,0,118,347.2,45
482.07,0,123,356.2,49
360.91,27.42,190,358.2,46
237.73,0,91,365.4,42
125.66,13.01,77,359.4,41
46.42,175.47,42,355,40
0,0,0,339.2,41
0,0,0,320.8,44
0,0,0,308,43
0,0,0,310,45
0,0,0,299,54
0,0,0,307,55
0,0,0,292.8,54
44.65,0,2,290.6,56
120.2,285.15,61,290.8,55
229.67,529.14,83,290.4,59
354.34,650.33,100,293.8,66
487.69,737.51,110,297,67
611.38,774.58,124,303.4,63
681.98,823.72,124,307.2,54
766.16,479.66,292,312,54
791.85,391.73,336,328.2,53
770.24,26.81,337,322.4,51
718.91,0,147,355.6,48
612.72,105.1,324,342,44
487.59,188.69,275,333,39
354.3,0,42,319.4,36
225.48,372.48,134,325.4,37
115.23,367.23,80,326.2,36
39.14,258.84,38,326.8,36
0,0,0,301.2,37
0,0,0,302,40
0,0,0,300.8,44
0,0,0,294.2,49
0,0,0,296.2,44
0,0,0,302.6,43
0,0,0,300.4,51
43.45,0,2,308.4,69
125.14,0,23,312.2,76
239.72,69.73,120,322.2,81
358.73,212.25,184,308.6,79
473.1,320.84,228,318.4,71
622.92,263.75,291,354.4,68
577.93,5.63,260,361.6,60
536.91,181.57,377,360.6,46
521.95,189.93,389,358.4,39
429.17,606.24,250,341,37
418.57,757.02,168,336,44
389.79,775.96,140,333.2,49
324.95,722.41,134,313.2,46
255.45,702.99,108,314.8,48
176.42,631.58,87,306.6,57
112.45,454.08,71,303.6,72
42.88,300.03,36,306.2,74
0,0,0,313.4,70
0,0,0,315.6,69
0,0,0,320.8,73
0,0,0,313.6,78
0,0,0,294,80
0,0,0,289,81
0,0,0,287.4,84
46.76,0,2,284,86
124.64,391.75,53,279.4,89
226.59,646.93,65,281.6,90
328.33,672.17,98,283.2,90
427.99,636.65,147,286.2,92
512.87,765.05,135,300.2,90
601.96,739.08,169,301.2,84
609.22,818.28,149,305.2,76
602.84,723.25,202,305.6,66
581.23,647.22,235,311.6,59
524.47,660.1,215,328.2,76
444.42,815,127,321.8,85
348.41,745.2,129,306,78
247.7,686.45,114,332,61
154.72,629.25,89,311.2,82
76.76,507.08,66,301.2,77
26.88,259.67,37,299.8,70
0,0,0,298,73
0,0,0,294.8,72
0,0,0,293.2,78
0,0,0,291.8,82
0,0,0,291.4,84
0,0,0,290.8,87
0,0,0,290.2,91
49.44,0,2,289.4,92
136.76,404.3,49,295.6,91
249.6,443.35,94,308.8,90
365.47,626.7,105,301.4,89
477.81,779.05,96,299.8,84
571.75,805.94,112,302.4,78
643.4,825.95,124,305.8,72
679.1,552.5,262,309.2,62
719.03,779.52,167,314.2,57
710.2,682.01,211,315.8,48
641.98,600.71,233,335.2,43
564.91,682.88,175,327.4,40
462.95,686.91,144,342.4,43
349.32,667.78,115,329.8,44
230.32,595.29,92,322.4,43
119.66,395.16,75,316.8,42
39.31,123.15,38,317.8,48
0,0,0,314,47
0,0,0,314.2,55
0,0,0,311.2,60
0,0,0,310.2,70
0,0,0,317,76
0,0,0,309,80
0,0,0,317.45,81
44.7,0,2,310.6,81
128.9,0,14,306.6,82
244.23,365.07,101,308.8,81
367.23,613.06,105,311,81
485.51,711.3,114,315.4,77
586.77,749.3,130,320.4,62
666.38,726.15,164,325.6,57
694.96,776.2,157,333,51
701.07,814.44,145,331.4,46
664.5,782.67,158,331.2,43
587.68,724.2,175,340,39
475.79,638.36,189,342.6,37
352.2,437.43,220,337.6,36
234.29,442.76,169,340,35
135.91,561.11,96,335.8,34
55.47,426.37,70,330.4,35
19.79,213.21,36,330.4,38
0,0,0,329.2,40
0,0,0,323.2,44
0,0,0,324,72
0,0,0,318.2,90
0,0,0,315.2,89
0,0,0,315.8,92
0,0,0,313.65,92
40.09,0,2,312.4,94
113.88,212.42,58,313.6,96
214.73,498.59,82,316.2,97
323.3,599.37,108,322.6,95
429.2,710.62,114,325.4,93
520.92,777.69,119,337.2,90
631.76,815.03,124,334.4,86
648.98,852.05,120,345.8,78
643.9,845.77,129,351.6,67
567.6,797.42,151,349.8,57
499.52,829.33,125,357.4,53
422.78,770.58,135,362.8,49
347.97,741.98,120,362.2,47
259.73,680.05,108,348.8,47
171.14,582.25,92,344.8,48
86.31,408.01,71,337.6,56
28.27,198.61,35,344.4,50
0,0,0,336.8,53
0,0,0,335.2,56
0,0,0,329.2,67
0,0,0,321.4,72
0,0,0,319,70
0,0,0,317,69
0,0,0,314.45,72
32.73,0,2,311.8,77
90.47,170.46,58,310.2,81
167.9,466.99,86,310,86
251.22,593.13,109,312,89
334,702.27,118,315.2,86
407.79,769.19,124,319,80
518.89,804.64,130,323,86
440.85,842.41,126,326.8,83
559.98,836.34,135,329.8,76
624.72,787.75,158,331.8,66
559.74,787.87,147,333.8,62
502.32,733.76,151,334.8,67
422.75,618.77,164,335.6,67
325.01,587.79,134,335.4,67
220.8,444.79,117,334.6,65
115.81,143.72,89,334,69
36.21,61.16,33,332.6,66
0,0,0,330.4,67
0,0,0,330.8,68
0,0,0,330.8,72
0,0,0,328.4,74
0,0,0,329.8,77
0,0,0,329.6,78
0,0,0,327.05,79
37.11,0,0,325,81
114.47,0,9,328.4,84
218.56,121.62,114,329.4,88
325.7,126.49,176,332.2,86
424.99,155.94,237,333.8,80
509.35,337.37,263,347.2,72
597.2,246.15,325,347.6,66
644.46,266.54,350,348.2,59
663.52,367.24,335,352.8,52
652.8,391.64,323,353.8,50
582.8,608.23,222,367,49
489.02,665.13,174,359.4,55
383.82,477.22,204,369.2,57
271.77,15.26,172,365.4,57
165.86,8.9,112,361.8,58
77.56,4.69,61,359.2,58
24.35,0,34,349.8,61
0,0,0,345.8,66
0,0,0,342.2,69
0,0,0,344.4,73
0,0,0,340,76
0,0,0,348.6,77
0,0,0,352.6,79
0,0,0,359.85,77
31.95,0,0,352.8,81
96.29,0,9,347.4,83
189.95,0,71,350.6,83
298.58,99.33,172,352,82
407.41,231.14,228,349.4,78
502.43,100.95,287,374.2,88
577.71,38.76,306,379.4,64
629.03,224.75,355,375.2,61
630.37,252.35,364,376.6,64
633.25,362.78,328,375.2,53
575.53,138.44,351,377,43
513.39,0,154,377.6,41
431.27,0,68,377.2,46
328.01,0,84,374.6,50
220.34,5.98,105,377.8,68
112.68,57.01,80,371.2,62
32.56,0,5,365.4,67
0,0,0,370.2,68
0,0,0,358.2,63
0,0,0,352.8,68
0,0,0,345.6,73
0,0,0,343.2,76
0,0,0,337.4,76
0,0,0,337.25,80
35.8,0,0,336.6,81
115.74,0,9,347,83
219.74,0,19,341,84
324.15,0,52,348.4,90
428.2,429.18,193,366.6,86
517.89,171.64,292,358.2,78
594.21,33.13,304,366.4,70
623.93,194.73,366,381,61
661.79,435.09,314,359.2,55
627.34,607.62,241,359.2,77
553.84,758.86,160,369.4,68
460.12,505.56,237,355,57
357.32,244.07,260,339.4,55
249.08,500,153,322.8,48
151.98,358.43,128,318,53
70.81,269.56,80,320.2,54
20.87,0,31,309,59
0,0,0,321.6,63
0,0,0,311.2,71
0,0,0,315.2,70
0,0,0,316.4,75
0,0,0,322.6,74
0,0,0,325.6,76
0,0,0,331.85,80
30.64,0,0,319.2,85
103.55,0,8,317.6,87
200.02,0,19,318.2,89
297.56,5.17,128,326.6,91
391.78,124.67,237,314.2,87
469.94,246.2,284,334.8,79
527.52,487.09,259,348.8,70
566.86,531.12,267,340,62
558.05,516.62,283,339.2,89
568.39,187,376,343.2,64
598.45,168.24,355,334.6,59
491.77,176.73,318,326.2,57
413.72,461.8,211,319.6,54
307.8,520.54,149,321.4,59
202.84,555.72,95,318.2,56
101.28,317.25,76,304.8,57
27.95,0,29,314,83
0,0,0,304.2,64
0,0,0,299.6,60
0,0,0,311,64
0,0,0,301.8,76
0,0,0,301.8,81
0,0,0,306,76
0,0,0,315.85,77
28.73,0,0,310.8,80
96.55,0,8,301.6,83
191.56,88.57,110,299.2,85
292.59,471.04,133,303.2,87
397.21,0,95,296.6,84
484.75,303.27,273,312.2,79
564.84,294.44,318,324.2,68
616.37,473.74,290,328.4,62
593.9,292.19,361,338,56
581.92,283.3,359,315.6,56
545.78,278.07,340,333.4,56
487.26,311.94,296,318,61
406.93,217.66,264,304.4,84
310.34,222.81,204,305.2,71
207.84,208.27,143,304,59
105.93,297.15,77,310.8,60
28.66,0,27,312,70
0,0,0,311.6,72
0,0,0,302,71
0,0,0,303.4,76
0,0,0,302.6,85
0,0,0,304.8,86
0,0,0,314.8,88
0,0,0,306.6,91
30.23,0,0,319.8,91
110.95,0,8,319.8,93
222.95,0,18,324.6,92
340.77,2.62,117,328.4,94
457.24,10,184,338.4,83
555.97,112.56,288,336.2,70
634.54,40.76,307,343,72
689.82,0,209,346.2,65
709.41,209.72,375,348,57
712.52,3.95,270,351.8,56
631.53,0,190,351.4,53
544.63,7.67,244,343.2,53
434.4,566.4,178,343.6,47
314.26,0,108,345,47
195.28,0,52,348.6,43
89.37,0,38,358,46
22.16,0,21,363.8,49
0,0,0,366,55
0,0,0,356,58
0,0,0,358.4,62
0,0,0,365.2,68
0,0,0,371.6,78
0,0,0,370.2,81
0,0,0,376.85,84
27.51,0,0,375.2,90
96.34,0,8,376,90
189.28,63.13,103,374.2,92
282.33,23.79,146,370,93
369.98,263.54,222,372.6,87
434.6,442.26,232,369.8,83
416.99,564,227,345,76
407.72,671.37,204,354.2,68
378.84,24.83,327,360.6,67
190.6,39.6,341,353.2,62
264.3,714.51,178,333,59
236.33,0,164,336.8,59
190.45,0,120,339.4,82
137.72,216.59,201,345.8,87
88.55,514.66,99,332.2,86
41.58,413.93,63,326.2,82
13.41,0,17,316,86
0,0,0,305,89
0,0,0,298.4,90
0,0,0,300.2,93
0,0,0,304.4,93
0,0,0,297,90
0,0,0,301.2,93
0,0,0,302.8,94
18.73,0,0,304,93
67.46,0,7,301.8,89
146.82,471.5,77,306.4,86
238.77,602.1,100,306,83
333.23,718.32,107,311,88
419.41,790.01,111,310.8,85
487.89,830.16,115,313.8,86
533.64,852.6,118,315.6,82
589,862.66,119,324.4,74
583.7,529.7,269,331.4,72
507.48,324.29,321,346,64
410.1,481.22,240,340.2,64
299.31,401.86,221,363.2,59
195.57,613.22,121,347.4,60
111.55,570.08,88,348.4,60
47.74,394.99,64,338.8,62
13.35,0,24,325.8,63
0,0,0,316.6,65
0,0,0,313.2,73
0,0,0,309.8,75
0,0,0,306.2,75
0,0,0,305.8,79
0,0,0,304.2,81
0,0,0,303.4,85
20.32,0,0,304,87
73.51,80.62,45,304.8,87
164.04,485.81,72,306.6,87
259.38,580.23,101,312,86
352.73,659.49,120,313.8,81
432.12,743.35,123,317.2,75
480.57,780.42,131,323,71
526.37,803.92,134,329.6,66
451.11,726.13,178,334.2,59
442.59,694.96,190,340.8,54
408.44,273.58,328,347,47
356.36,0,147,375.2,46
283.46,0,92,395.45,54
201.36,0,122,392.05,51
124.67,0,68,373.4,47
58.13,0,50,378.4,50
14.33,0,15,372,52
0,0,0,370.2,59
0,0,0,385,62
0,0,0,381.8,71
0,0,0,382.2,76
0,0,0,371.2,79
0,0,0,373.6,82
0,0,0,369.45,81
15.9,0,0,374.6,85
65.45,0,16,371.6,83
142.45,49.24,95,374.6,81
231.74,0,58,380.2,82
325.88,0,89,384.8,74
412.76,278.19,262,372.2,66
477.41,116.8,321,382,61
608.91,0,205,389.8,58
592.91,0,149,394.85,52
575.49,400.05,307,397.25,46
526.14,0,139,384.8,44
445.99,7.8,234,385.6,51
347.2,31.1,227,399.25,56
243.35,29.94,174,392.05,73
146.93,131.83,134,391.6,66
60.38,80.84,73,373.6,78
15.29,0,15,343.6,64
0,0,0,339.4,65
0,0,0,330.4,66
0,0,0,327,73
0,0,0,324.6,80
0,0,0,327.4,85
0,0,0,331.6,86
0,0,0,354.05,89
20.27,0,0,357.8,95
88.34,0,7,363.2,96
182.26,0,35,367,95
275.03,0,34,374.2,90
364.04,0,79,384.2,94
437.71,0,162,380.2,91
493.15,0,147,385.2,83
496.28,297.36,336,379.6,77
453.62,286.15,352,377.2,68
327.5,813.74,141,357.2,64
328.95,165.43,346,343.6,62
292.88,145.82,308,324.4,60
239.77,287.01,243,335.4,57
177.02,132.28,198,347,58
112.95,13,107,343,63
53.45,175.84,73,321.4,67
13.75,0,20,311,69
0,0,0,317,70
0,0,0,315.4,73
0,0,0,311.8,74
0,0,0,318.8,77
0,0,0,317,78
0,0,0,315.2,82
0,0,0,328.25,90
18.85,0,0,322.6,94
91.73,44.09,38,330.2,95
203.87,0,16,328.2,95
323.27,90.99,159,330.2,94
436.93,0,51,360.6,90
525.88,0,95,364.2,82
641.7,2.98,228,352.4,73
678.14,145.81,353,351.8,57
665.57,304.49,342,368.8,49
642.69,0,137,347.4,45
560.66,12.78,276,357.4,41
462.18,4.73,220,343.4,37
346.87,0,159,369,37
232.13,4.68,139,356.6,40
127.85,6.58,95,340,46
47.43,252.37,68,333.2,49
9.49,0,19,337.6,49
0,0,0,344.2,55
0,0,0,326.8,52
0,0,0,333.6,55
0,0,0,333.4,58
0,0,0,335,66
0,0,0,332.6,65
0,0,0,336.45,71
10.54,0,0,333.4,70
41.87,0,6,313.6,81
96.47,372.71,82,314.4,80
153.48,559.29,104,313.4,81
213.12,578.23,143,345.4,81
268.52,563.11,188,342,81
303.45,137.76,324,343.6,71
352.85,111.86,353,351.4,64
412.62,353.7,331,351.8,59
462.06,648.71,215,358.6,56
405.24,737.11,164,343.4,57
355.31,669.63,169,331.8,59
277.98,735.38,116,328.2,58
201.35,631.81,111,332.6,57
121.34,519.13,91,331.96,85
52.23,383.87,58,330.9,78
10.8,0,15,329.84,82
0,0,0,328.78,71
0,0,0,327.72,72
0,0,0,326.66,75
0,0,0,325.6,78
0,0,0,324.53,76
0,0,0,323.47,79
0,0,0,322.41,82
12.09,0,0,321.35,88
48.52,0,6,320.29,90
106.89,235.62,92,319.23,90
160.87,342.25,139,318.16,89
216.27,661.73,115,317.1,93
262.73,422.76,225,316.04,93
289.11,769.64,132,340,90
276.58,719.5,170,339.6,82
287.91,357.7,323,337.6,81
282.76,461.24,284,338,81
257.72,712.87,166,333.8,85
221.69,208.96,297,338,74
177.39,480.32,189,337.6,61
126.89,563.44,123,336.8,63
75.32,535.77,85,339.6,75
31.45,469.81,49,337.8,93
7.33,0,15,336.4,91
0,0,0,330,91
0,0,0,327.8,83
0,0,0,326,87
0,0,0,328.8,90
0,0,0,331.2,87
0,0,0,327,87
0,0,0,328.45,87
8.66,0,0,325.4,84
30.38,0,6,323.8,88
69.84,521.99,61,319.8,93
109.22,589.84,93,323.8,85
151.14,699.79,103,328.6,90
192.31,772.54,108,332.6,94
223.76,768.56,132,335.4,91
208.8,719.64,169,340.6,94
214.21,832.09,124,344.8,93
290.87,769.11,152,347.2,92
273.6,529.83,240,354.8,93
271.98,435.95,242,353,91
227.92,683.77,126,358,81
176.99,561.01,123,357,83
107.23,596.35,73,368.8,84
44.52,351.56,57,349.6,85
9.29,0,4,347.2,87
0,0,0,348,90
0,0,0,351.4,89
0,0,0,352.2,91
